Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/BSC_avecinduit.txt
At local time: 16:14:40,  07/29/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 6.03e+05
tau       = 6.82e+00
lb        = 0.00e+00
beta      = ********
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 2.12e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Brems ep         Error           
-----------------------------------------------
0412    4.5642715e-05    4.5764296e-05    4.5886532e-05    2.6043670e+22   -5.1740514e+28    5.1740434e+28    1.0166854e+23
0413    4.5886532e-05    4.6008765e-05    4.6131652e-05    2.6950308e+22   -5.1995881e+28    5.1995796e+28    1.0880219e+23
0414    4.6131652e-05    4.6254532e-05    4.6378078e-05    2.7883317e+22   -5.2252475e+28    5.2252395e+28    1.0996771e+23
0415    4.6378078e-05    4.6501616e-05    4.6625817e-05    2.8855040e+22   -5.2510231e+28    5.2510146e+28    1.1732046e+23
0416    4.6625817e-05    4.6750025e-05    4.6874884e-05    2.9867632e+22   -5.2769135e+28    5.2769050e+28    1.1857723e+23
0417    4.6874884e-05    4.6999750e-05    4.7125286e-05    3.0923192e+22   -5.3029191e+28    5.3029106e+28    1.1984744e+23
0418    4.7125286e-05    4.7250818e-05    4.7377020e-05    3.2023883e+22   -5.3290404e+28    5.3290314e+28    1.2113127e+23
0419    4.7377020e-05    4.7503221e-05    4.7630099e-05    3.3171860e+22   -5.3552765e+28    5.3552675e+28    1.2242885e+23
0420    4.7630099e-05    4.7756974e-05    4.7884532e-05    3.4369410e+22   -5.3816273e+28    5.3816183e+28    1.2699665e+23
0421    4.7884532e-05    4.8012083e-05    4.8140322e-05    3.5618582e+22   -5.4080947e+28    5.4080853e+28    1.3164827e+23
0422    4.8140322e-05    4.8268557e-05    4.8397480e-05    3.6922097e+22   -5.4346769e+28    5.4346670e+28    1.3305851e+23
0423    4.8397480e-05    4.8526399e-05    4.8656009e-05    3.8282655e+22   -5.4613743e+28    5.4613639e+28    1.3784596e+23
0424    4.8656009e-05    4.8785620e-05    4.8915921e-05    3.9703014e+22   -5.4881856e+28    5.4881757e+28    1.3932258e+23
0425    4.8915921e-05    4.9046223e-05    4.9177223e-05    4.1185882e+22   -5.5151130e+28    5.5151026e+28    1.4424955e+23
0426    4.9177223e-05    4.9308219e-05    4.9439917e-05    4.2733752e+22   -5.5421551e+28    5.5421447e+28    1.4579478e+23
0427    4.9439917e-05    4.9571612e-05    4.9704016e-05    4.4349976e+22   -5.5693116e+28    5.5693012e+28    1.5086503e+23
0428    4.9704016e-05    4.9836417e-05    4.9969527e-05    4.6037908e+22   -5.5965832e+28    5.5965724e+28    1.5602721e+23
0429    4.9969527e-05    5.0102633e-05    5.0236453e-05    4.7800774e+22   -5.6239692e+28    5.6239583e+28    1.5769860e+23
0430    5.0236453e-05    5.0370272e-05    5.0504808e-05    4.9641557e+22   -5.6514694e+28    5.6514576e+28    1.6663279e+23
0431    5.0504808e-05    5.0639341e-05    5.0774597e-05    5.1563460e+22   -5.6790844e+28    5.6790731e+28    1.6841780e+23
0432    5.0774597e-05    5.0909850e-05    5.1045827e-05    5.3570363e+22   -5.7068137e+28    5.7068014e+28    1.7392239e+23
0433    5.1045827e-05    5.1181800e-05    5.1318504e-05    5.5665811e+22   -5.7346577e+28    5.7346454e+28    1.7952560e+23
0434    5.1318504e-05    5.1455205e-05    5.1592637e-05    5.7853376e+22   -5.7626155e+28    5.7626032e+28    1.8144873e+23
0435    5.1592637e-05    5.1730069e-05    5.1868239e-05    6.0136061e+22   -5.7906876e+28    5.7906749e+28    1.8721311e+23
0436    5.1868239e-05    5.2006402e-05    5.2145311e-05    6.2517385e+22   -5.8188754e+28    5.8188622e+28    1.9308016e+23
0437    5.2145311e-05    5.2284213e-05    5.2423860e-05    6.5001246e+22   -5.8471775e+28    5.8471638e+28    2.0295441e+23
0438    5.2423860e-05    5.2563504e-05    5.2703897e-05    6.7591190e+22   -5.8755953e+28    5.8755811e+28    2.0512850e+23
0439    5.2703897e-05    5.2844291e-05    5.2985433e-05    7.0290503e+22   -5.9041283e+28    5.9041141e+28    2.1131293e+23
0440    5.2985433e-05    5.3126576e-05    5.3268472e-05    7.3100731e+22   -5.9327780e+28    5.9327638e+28    2.1760630e+23
0441    5.3268472e-05    5.3410367e-05    5.3553023e-05    7.6025085e+22   -5.9615457e+28    5.9615306e+28    2.2808316e+23
0442    5.3553023e-05    5.3695680e-05    5.3839096e-05    7.9066573e+22   -5.9904314e+28    5.9904163e+28    2.3052644e+23
0443    5.3839096e-05    5.3982509e-05    5.4126693e-05    8.2227181e+22   -6.0194362e+28    6.0194206e+28    2.4131714e+23
0444    5.4126693e-05    5.4270873e-05    5.4415828e-05    8.5508261e+22   -6.0485624e+28    6.0485458e+28    2.4810737e+23
0445    5.4415828e-05    5.4560780e-05    5.4706510e-05    8.8908064e+22   -6.0778132e+28    6.0777962e+28    2.5926567e+23
0446    5.4706510e-05    5.4852233e-05    5.4998738e-05    9.2428393e+22   -6.1071882e+28    6.1071712e+28    2.6633874e+23
0447    5.4998738e-05    5.5145243e-05    5.5292534e-05    9.6068274e+22   -6.1366921e+28    6.1366746e+28    2.7353364e+23
0448    5.5292534e-05    5.5439821e-05    5.5587898e-05    9.9825492e+22   -6.1663273e+28    6.1663089e+28    2.8524040e+23
0449    5.5587898e-05    5.5735971e-05    5.5884837e-05    1.0369666e+23   -6.1960976e+28    6.1960787e+28    2.9273127e+23
0450    5.5884837e-05    5.6033703e-05    5.6183362e-05    1.0767378e+23   -6.2260076e+28    6.2259878e+28    3.0483273e+23
0451    5.6183362e-05    5.6333025e-05    5.6483488e-05    1.1175340e+23   -6.2560613e+28    6.2560414e+28    3.1262901e+23
0452    5.6483488e-05    5.6633948e-05    5.6785211e-05    1.1592768e+23   -6.2862655e+28    6.2862447e+28    3.2055732e+23
0453    5.6785211e-05    5.6936475e-05    5.7088546e-05    1.2018681e+23   -6.3166242e+28    6.3166029e+28    3.3324811e+23
0454    5.7088546e-05    5.7240621e-05    5.7393507e-05    1.2453249e+23   -6.3471392e+28    6.3471170e+28    3.4617401e+23
0455    5.7393507e-05    5.7546389e-05    5.7700090e-05    1.2905196e+23   -6.3777722e+28    6.3777496e+28    3.5461037e+23
0456    5.7700090e-05    5.7853791e-05    5.8008314e-05    1.3377308e+23   -6.4085153e+28    6.4084917e+28    3.6796661e+23
0457    5.8008314e-05    5.8162837e-05    5.8318183e-05    1.3870671e+23   -6.4393665e+28    6.4393424e+28    3.8156831e+23
0458    5.8318183e-05    5.8473532e-05    5.8629710e-05    1.4386370e+23   -6.4703245e+28    6.4702999e+28    3.9053746e+23
0459    5.8629710e-05    5.8785889e-05    5.8942900e-05    1.4925571e+23   -6.5013872e+28    6.5013613e+28    4.0952301e+23
0460    5.8942900e-05    5.9099912e-05    5.9257763e-05    1.5489531e+23   -6.5325530e+28    6.5325265e+28    4.1889673e+23
0461    5.9257763e-05    5.9415612e-05    5.9574308e-05    1.6079526e+23   -6.5638202e+28    6.5637928e+28    4.3850490e+23
0462    5.9574308e-05    5.9733000e-05    5.9892540e-05    1.6696852e+23   -6.5951881e+28    6.5951597e+28    4.5339081e+23
0463    5.9892540e-05    6.0052083e-05    6.0212478e-05    1.7342966e+23   -6.6266532e+28    6.6266239e+28    4.6854532e+23
0464    6.0212478e-05    6.0372873e-05    6.0534123e-05    1.8019428e+23   -6.6582142e+28    6.6581835e+28    4.8917649e+23
0465    6.0534123e-05    6.0695373e-05    6.0857485e-05    1.8727765e+23   -6.6898687e+28    6.6898366e+28    5.1019587e+23
0466    6.0857485e-05    6.1019597e-05    6.1182574e-05    1.9469603e+23   -6.7216143e+28    6.7215813e+28    5.2629339e+23
0467    6.1182574e-05    6.1345556e-05    6.1509403e-05    2.0246714e+23   -6.7534492e+28    6.7534148e+28    5.4805028e+23
0468    6.1509403e-05    6.1673250e-05    6.1837971e-05    2.1060880e+23   -6.7853701e+28    6.7853346e+28    5.6478223e+23
0469    6.1837971e-05    6.2002699e-05    6.2168299e-05    2.1913880e+23   -6.8173764e+28    6.8173386e+28    5.9278738e+23
0470    6.2168299e-05    6.2333907e-05    6.2500396e-05    2.2807659e+23   -6.8494644e+28    6.8494257e+28    6.1578020e+23
0471    6.2500396e-05    6.2666877e-05    6.2834260e-05    2.3744330e+23   -6.8816298e+28    6.8815902e+28    6.3359039e+23
0472    6.2834260e-05    6.3001637e-05    6.3169908e-05    2.4725929e+23   -6.9138751e+28    6.9138331e+28    6.6871292e+23
0473    6.3169908e-05    6.3338186e-05    6.3507352e-05    2.5754533e+23   -6.9461940e+28    6.9461506e+28    6.9305967e+23
0474    6.3507352e-05    6.3676518e-05    6.3846601e-05    2.6832391e+23   -6.9785838e+28    6.9785385e+28    7.1785108e+23
0475    6.3846601e-05    6.4016669e-05    6.4187654e-05    2.7961688e+23   -7.0110439e+28    7.0109967e+28    7.5479645e+23
0476    6.4187654e-05    6.4358639e-05    6.4530534e-05    2.9144506e+23   -7.0435739e+28    7.0435248e+28    7.8062355e+23
0477    6.4530534e-05    6.4702428e-05    6.4875247e-05    3.0383012e+23   -7.0761701e+28    7.0761191e+28    8.1289440e+23
0478    6.4875247e-05    6.5048058e-05    6.5221793e-05    3.1679552e+23   -7.1088304e+28    7.1087771e+28    8.4576707e+23
0479    6.5221793e-05    6.5395536e-05    6.5570202e-05    3.3036245e+23   -7.1415546e+28    7.1414993e+28    8.7925065e+23
0480    6.5570202e-05    6.5744869e-05    6.5920460e-05    3.4455048e+23   -7.1743424e+28    7.1742848e+28    9.1952595e+23
0481    6.5920460e-05    6.6096065e-05    6.6272602e-05    3.5937961e+23   -7.2071945e+28    7.2071341e+28    9.6680070e+23
0482    6.6272602e-05    6.6449138e-05    6.6626613e-05    3.7486749e+23   -7.2401089e+28    7.2400461e+28    1.0023742e+24
0483    6.6626613e-05    6.6804088e-05    6.6982517e-05    3.9102615e+23   -7.2730890e+28    7.2730233e+28    1.0449705e+24
0484    6.6982517e-05    6.7160945e-05    6.7340334e-05    4.0786659e+23   -7.3061394e+28    7.3060709e+28    1.0948045e+24
0485    6.7340334e-05    6.7519715e-05    6.7700050e-05    4.2539925e+23   -7.3392640e+28    7.3391922e+28    1.1390775e+24
0486    6.7700050e-05    6.7880392e-05    6.8061694e-05    4.4362780e+23   -7.3724646e+28    7.3723895e+28    1.1907519e+24
0487    6.8061694e-05    6.8242996e-05    6.8425266e-05    4.6254861e+23   -7.4057511e+28    7.4056727e+28    1.2500520e+24
0488    6.8425266e-05    6.8607536e-05    6.8790789e-05    4.8215343e+23   -7.4391302e+28    7.4390490e+28    1.2970449e+24
0489    6.8790789e-05    6.8974026e-05    6.9158254e-05    5.0242748e+23   -7.4726156e+28    7.4725296e+28    1.3584861e+24
0490    6.9158254e-05    6.9342474e-05    6.9527683e-05    5.2334083e+23   -7.5062171e+28    7.5061279e+28    1.4142296e+24
0491    6.9527683e-05    6.9712885e-05    6.9899084e-05    5.4485539e+23   -7.5399537e+28    7.5398607e+28    1.4779501e+24
0492    6.9899084e-05    7.0085283e-05    7.0272479e-05    5.6692771e+23   -7.5738423e+28    7.5737455e+28    1.5358606e+24
0493    7.0272479e-05    7.0459668e-05    7.0647860e-05    5.8949882e+23   -7.6079048e+28    7.6078037e+28    1.6019305e+24
0494    7.0647860e-05    7.0836053e-05    7.1025250e-05    6.1249286e+23   -7.6421632e+28    7.6420579e+28    1.6620754e+24
0495    7.1025250e-05    7.1214447e-05    7.1404655e-05    6.3582129e+23   -7.6766468e+28    7.6765373e+28    1.7305660e+24
0496    7.1404655e-05    7.1594863e-05    7.1786082e-05    6.5971372e+23   -7.7112934e+28    7.7111791e+28    1.8003330e+24
0497    7.1786082e-05    7.1977309e-05    7.2169554e-05    6.8468204e+23   -7.7459693e+28    7.7458503e+28    1.8787931e+24
0498    7.2169554e-05    7.2361792e-05    7.2555064e-05    7.1081855e+23   -7.7806570e+28    7.7805328e+28    1.9512512e+24
0499    7.2555064e-05    7.2748342e-05    7.2942647e-05    7.3819763e+23   -7.8153489e+28    7.8152204e+28    2.0250468e+24
0500    7.2942647e-05    7.3136951e-05    7.3332289e-05    7.6689074e+23   -7.8500323e+28    7.8498987e+28    2.1001989e+24
0501    7.3332289e-05    7.3527634e-05    7.3724026e-05    7.9696874e+23   -7.8847025e+28    7.8845622e+28    2.1998856e+24
0502    7.3724026e-05    7.3920412e-05    7.4117845e-05    8.2850921e+23   -7.9193481e+28    7.9192013e+28    2.2936654e+24
0503    7.4117845e-05    7.4315270e-05    7.4513766e-05    8.6159892e+23   -7.9539574e+28    7.9538054e+28    2.3813167e+24
0504    7.4513766e-05    7.4712254e-05    7.4911804e-05    8.9632420e+23   -7.9885223e+28    7.9883636e+28    2.4785527e+24
0505    7.4911804e-05    7.5111355e-05    7.5311968e-05    9.3275810e+23   -8.0230362e+28    8.0228700e+28    2.5937082e+24
0506    7.5311968e-05    7.5512588e-05    7.5714277e-05    9.7101031e+23   -8.0574849e+28    8.0573111e+28    2.7029054e+24
0507    7.5714277e-05    7.5915959e-05    7.6118726e-05    1.0111907e+24   -8.0918524e+28    8.0916711e+28    2.8306010e+24
0508    7.6118726e-05    7.6321492e-05    7.6525335e-05    1.0534007e+24   -8.1261311e+28    8.1259413e+28    2.9524063e+24
0509    7.6525335e-05    7.6729193e-05    7.6934120e-05    1.0977549e+24   -8.1603060e+28    8.1601086e+28    3.0764958e+24
0510    7.6934120e-05    7.7139062e-05    7.7345096e-05    1.1443779e+24   -8.1943637e+28    8.1941568e+28    3.2198968e+24
0511    7.7345096e-05    7.7551122e-05    7.7758254e-05    1.1933962e+24   -8.2282891e+28    8.2280729e+28    3.3574299e+24
0512    7.7758254e-05    7.7965393e-05    7.8173631e-05    1.2449101e+24   -8.2620786e+28    8.2618519e+28    3.5062199e+24
0513    7.8173631e-05    7.8381869e-05    7.8591213e-05    1.2990677e+24   -8.2957104e+28    8.2954742e+28    3.6665829e+24
0514    7.8591213e-05    7.8800571e-05    7.9011035e-05    1.3560274e+24   -8.3291702e+28    8.3289218e+28    3.8388458e+24
0515    7.9011035e-05    7.9221507e-05    7.9433106e-05    1.4159239e+24   -8.3624431e+28    8.3621824e+28    4.0143773e+24
0516    7.9433106e-05    7.9644698e-05    7.9857418e-05    1.4789092e+24   -8.3955185e+28    8.3952465e+28    4.2022873e+24
0517    7.9857418e-05    8.0070138e-05    8.0284008e-05    1.5451450e+24   -8.4283768e+28    8.4280906e+28    4.4029150e+24
0518    8.0284008e-05    8.0497863e-05    8.0712867e-05    1.6147889e+24   -8.4610064e+28    8.4607080e+28    4.6073594e+24
0519    8.0712867e-05    8.0927864e-05    8.1144019e-05    1.6879542e+24   -8.4934037e+28    8.4930892e+28    4.8343797e+24
0520    8.1144019e-05    8.1360173e-05    8.1577477e-05    1.7647987e+24   -8.5255574e+28    8.5252287e+28    5.0562848e+24
0521    8.1577477e-05    8.1794780e-05    8.2013248e-05    1.8455140e+24   -8.5574485e+28    8.5571037e+28    5.2919408e+24
0522    8.2013248e-05    8.2231716e-05    8.2451348e-05    1.9302355e+24   -8.5890732e+28    8.5887115e+28    5.5513753e+24
0523    8.2451348e-05    8.2670980e-05    8.2891784e-05    2.0190937e+24   -8.6204250e+28    8.6200472e+28    5.8060020e+24
0524    8.2891784e-05    8.3112594e-05    8.3334584e-05    2.1122320e+24   -8.6515048e+28    8.6511062e+28    6.0950348e+24
0525    8.3334584e-05    8.3556566e-05    8.3779742e-05    2.2097682e+24   -8.6823069e+28    8.6818894e+28    6.3895942e+24
0526    8.3779742e-05    8.4002910e-05    8.4227278e-05    2.3117268e+24   -8.7128531e+28    8.7124148e+28    6.6897636e+24
0527    8.4227278e-05    8.4451647e-05    8.4677209e-05    2.4181361e+24   -8.7431612e+28    8.7427022e+28    7.0058151e+24
0528    8.4677209e-05    8.4902771e-05    8.5129534e-05    2.5290976e+24   -8.7732361e+28    8.7727544e+28    7.3484542e+24
0529    8.5129534e-05    8.5356303e-05    8.5584288e-05    2.6445915e+24   -8.8031003e+28    8.8025960e+28    7.6872263e+24
0530    8.5584288e-05    8.5812258e-05    8.6041466e-05    2.7645101e+24   -8.8328021e+28    8.8322723e+28    8.0639550e+24
0531    8.6041466e-05    8.6270658e-05    8.6501081e-05    2.8887636e+24   -8.8623755e+28    8.8618220e+28    8.4319335e+24
0532    8.6501081e-05    8.6731503e-05    8.6963148e-05    3.0171642e+24   -8.8918780e+28    8.8912971e+28    8.8229808e+24
0533    8.6963148e-05    8.7194800e-05    8.7427688e-05    3.1493521e+24   -8.9213880e+28    8.9207807e+28    9.2214363e+24
0534    8.7427688e-05    8.7660585e-05    8.7894718e-05    3.2848253e+24   -8.9510152e+28    8.9503805e+28    9.6329042e+24
0535    8.7894718e-05    8.8128851e-05    8.8364235e-05    3.4232805e+24   -8.9808256e+28    8.9801617e+28    1.0057673e+25
0536    8.8364235e-05    8.8599620e-05    8.8836263e-05    3.5641479e+24   -9.0109241e+28    9.0102327e+28    1.0484833e+25
0537    8.8836263e-05    8.9072899e-05    8.9310808e-05    3.7066276e+24   -9.0414599e+28    9.0407373e+28    1.0925655e+25
0538    8.9310808e-05    8.9548710e-05    8.9787893e-05    3.8502330e+24   -9.0725132e+28    9.0717614e+28    1.1374717e+25
0539    8.9787893e-05    9.0027068e-05    9.0267524e-05    3.9981263e+24   -9.1035562e+28    9.1027732e+28    1.1832146e+25
0540    9.0267524e-05    9.0507972e-05    9.0749716e-05    4.1530781e+24   -9.1341439e+28    9.1333278e+28    1.2309767e+25
0541    9.0749716e-05    9.0991452e-05    9.1234491e-05    4.3155175e+24   -9.1642386e+28    9.1633885e+28    1.2808083e+25
0542    9.1234491e-05    9.1477516e-05    9.1721842e-05    4.4859207e+24   -9.1937977e+28    9.1929128e+28    1.3339560e+25
0543    9.1721842e-05    9.1966176e-05    9.2211805e-05    4.6647804e+24   -9.2227761e+28    9.2218533e+28    1.3893027e+25
0544    9.2211805e-05    9.2457434e-05    9.2704387e-05    4.8524281e+24   -9.2511584e+28    9.2501970e+28    1.4469025e+25
0545    9.2704387e-05    9.2951326e-05    9.3199589e-05    5.0494659e+24   -9.2788920e+28    9.2778889e+28    1.5080444e+25
0546    9.3199589e-05    9.3447859e-05    9.3697447e-05    5.2565191e+24   -9.3059171e+28    9.3048706e+28    1.5715767e+25
0547    9.3697447e-05    9.3947041e-05    9.4197967e-05    5.4740834e+24   -9.3322028e+28    9.3311119e+28    1.6388175e+25
0548    9.4197967e-05    9.4448886e-05    9.4701150e-05    5.7026858e+24   -9.3577120e+28    9.3565730e+28    1.7085921e+25
0549    9.4701150e-05    9.4953415e-05    9.5207033e-05    5.9430982e+24   -9.3823760e+28    9.3811879e+28    1.7822482e+25
0550    9.5207033e-05    9.5460644e-05    9.5715608e-05    6.1960555e+24   -9.4061361e+28    9.4048951e+28    1.8598884e+25
0551    9.5715608e-05    9.5970572e-05    9.6226904e-05    6.4620904e+24   -9.4289640e+28    9.4276682e+28    1.9422750e+25
0552    9.6226904e-05    9.6483229e-05    9.6740936e-05    6.7419933e+24   -9.4507974e+28    9.4494459e+28    2.0268777e+25
0553    9.6740936e-05    9.6998636e-05    9.7257704e-05    7.0367302e+24   -9.4715579e+28    9.4701450e+28    2.1171005e+25
0554    9.7257704e-05    9.7516779e-05    9.7777236e-05    7.3471030e+24   -9.4911850e+28    9.4897088e+28    2.2110599e+25
0555    9.7777236e-05    9.8037701e-05    9.8299548e-05    7.6736605e+24   -9.5096674e+28    9.5081251e+28    2.3102202e+25
0556    9.8299548e-05    9.8561402e-05    9.8824647e-05    8.0176450e+24   -9.5268946e+28    9.5252814e+28    2.4147189e+25
0557    9.8824647e-05    9.9087898e-05    9.9352554e-05    8.3800532e+24   -9.5427929e+28    9.5411080e+28    2.5232935e+25
0558    9.9352554e-05    9.9617209e-05    9.9883277e-05    8.7615987e+24   -9.5573416e+28    9.5555792e+28    2.6388764e+25
0559    9.9883277e-05    1.0014935e-04    1.0041683e-04    9.1632357e+24   -9.5704801e+28    9.5686375e+28    2.7587940e+25
0560    1.0041683e-04    1.0068432e-04    1.0095324e-04    9.5862898e+24   -9.5821085e+28    9.5801818e+28    2.8853200e+25
0561    1.0095324e-04    1.0122216e-04    1.0149252e-04    1.0031932e+25   -9.5921511e+28    9.5901365e+28    3.0178975e+25
0562    1.0149252e-04    1.0176287e-04    1.0203468e-04    1.0500323e+25   -9.6006693e+28    9.5985631e+28    3.1566809e+25
0563    1.0203468e-04    1.0230648e-04    1.0257972e-04    1.0993165e+25   -9.6075243e+28    9.6053218e+28    3.3018268e+25
0564    1.0257972e-04    1.0285298e-04    1.0312769e-04    1.1511618e+25   -9.6126556e+28    9.6103530e+28    3.4542513e+25
0565    1.0312769e-04    1.0340240e-04    1.0367858e-04    1.2056233e+25   -9.6160840e+28    9.6136747e+28    3.6149058e+25
0566    1.0367858e-04    1.0395476e-04    1.0423241e-04    1.2627598e+25   -9.6178219e+28    9.6153048e+28    3.7801485e+25
0567    1.0423241e-04    1.0451007e-04    1.0478920e-04    1.3227020e+25   -9.6178011e+28    9.6151698e+28    3.9539747e+25
0568    1.0478920e-04    1.0506833e-04    1.0534897e-04    1.3695148e+25   -9.5044803e+28    9.5018094e+28    4.0404623e+25
0569    1.0534897e-04    1.0562960e-04    1.0591172e-04    1.4340174e+25   -9.4985009e+28    9.4957128e+28    4.2215425e+25
0570    1.0591172e-04    1.0619385e-04    1.0647748e-04    1.5013445e+25   -9.4908941e+28    9.4879851e+28    4.4100626e+25
0571    1.0647748e-04    1.0676112e-04    1.0704627e-04    1.5715569e+25   -9.4816827e+28    9.4786490e+28    4.6053934e+25
0572    1.0704627e-04    1.0733142e-04    1.0761809e-04    1.6445637e+25   -9.4710734e+28    9.4679094e+28    4.8085142e+25
0573    1.0761809e-04    1.0790477e-04    1.0819297e-04    1.7201637e+25   -9.4594025e+28    9.4561063e+28    5.0154580e+25
0574    1.0819297e-04    1.0848117e-04    1.0877091e-04    1.7983780e+25   -9.4467230e+28    9.4432917e+28    5.2304839e+25
0575    1.0877091e-04    1.0906065e-04    1.0935195e-04    1.8790582e+25   -9.4332907e+28    9.4297196e+28    5.4495413e+25
0576    1.0935195e-04    1.0964325e-04    1.0993609e-04    1.9618324e+25   -9.4196175e+28    9.4159058e+28    5.6735507e+25
0577    1.0993609e-04    1.1022894e-04    1.1052335e-04    2.0463621e+25   -9.4061503e+28    9.4022949e+28    5.9017337e+25
0578    1.1052335e-04    1.1081775e-04    1.1111375e-04    2.1324641e+25   -9.3931364e+28    9.3891356e+28    6.1332763e+25
0579    1.1111375e-04    1.1140972e-04    1.1170730e-04    2.2196780e+25   -9.3811359e+28    9.3769878e+28    6.3673314e+25
0580    1.1170730e-04    1.1200486e-04    1.1230401e-04    2.3070637e+25   -9.3712189e+28    9.3669244e+28    6.6012195e+25
0581    1.1230401e-04    1.1260317e-04    1.1290392e-04    2.3944204e+25   -9.3635829e+28    9.3591410e+28    6.8357671e+25
0582    1.1290392e-04    1.1320467e-04    1.1350703e-04    2.4823018e+25   -9.3575751e+28    9.3529849e+28    7.0718370e+25
0583    1.1350703e-04    1.1380939e-04    1.1411337e-04    2.5736591e+25   -9.3499560e+28    9.3452138e+28    7.3149549e+25
0584    1.1411337e-04    1.1441734e-04    1.1472294e-04    2.6690808e+25   -9.3401864e+28    9.3352874e+28    7.5680774e+25
0585    1.1472294e-04    1.1502855e-04    1.1533577e-04    2.7688113e+25   -9.3281226e+28    9.3230621e+28    7.8295619e+25
0586    1.1533577e-04    1.1564300e-04    1.1595187e-04    2.8731071e+25   -9.3136165e+28    9.3083888e+28    8.1005519e+25
0587    1.1595187e-04    1.1626075e-04    1.1657127e-04    2.9820937e+25   -9.2966688e+28    9.2912693e+28    8.3822402e+25
0588    1.1657127e-04    1.1688180e-04    1.1719397e-04    3.0961303e+25   -9.2770408e+28    9.2714637e+28    8.6729350e+25
0589    1.1719397e-04    1.1750616e-04    1.1782000e-04    3.2153885e+25   -9.2546945e+28    9.2489361e+28    8.9738226e+25
0590    1.1782000e-04    1.1813385e-04    1.1844938e-04    3.3401584e+25   -9.2294856e+28    9.2235402e+28    9.2861408e+25
0591    1.1844938e-04    1.1876490e-04    1.1908212e-04    3.4707766e+25   -9.2012260e+28    9.1950898e+28    9.6071409e+25
0592    1.1908212e-04    1.1939932e-04    1.1971823e-04    3.6073837e+25   -9.1699347e+28    9.1636020e+28    9.9410767e+25
0593    1.1971823e-04    1.2003713e-04    1.2035774e-04    3.7504433e+25   -9.1353207e+28    9.1287859e+28    1.0285180e+26
0594    1.2035774e-04    1.2067836e-04    1.2100067e-04    3.9001393e+25   -9.0973746e+28    9.0906339e+28    1.0639672e+26
0595    1.2100067e-04    1.2132299e-04    1.2164703e-04    4.0568536e+25   -9.0559056e+28    9.0489543e+28    1.1007932e+26
0596    1.2164703e-04    1.2197108e-04    1.2229686e-04    4.2209683e+25   -9.0107362e+28    9.0035695e+28    1.1387112e+26
0597    1.2229686e-04    1.2262263e-04    1.2295014e-04    4.3926489e+25   -8.9618984e+28    8.9545135e+28    1.1776910e+26
0598    1.2295014e-04    1.2327766e-04    1.2360692e-04    4.5724558e+25   -8.9090645e+28    8.9014578e+28    1.2178632e+26
0599    1.2360692e-04    1.2393617e-04    1.2426722e-04    4.7605669e+25   -8.8522743e+28    8.8444437e+28    1.2591446e+26
0600    1.2426722e-04    1.2459823e-04    1.2493102e-04    4.9574126e+25   -8.7913501e+28    8.7832919e+28    1.3016144e+26
0601    1.2493102e-04    1.2526382e-04    1.2559838e-04    5.1634696e+25   -8.7260700e+28    8.7177813e+28    1.3451293e+26
0602    1.2559838e-04    1.2593296e-04    1.2626930e-04    5.3787510e+25   -8.6566456e+28    8.6481274e+28    1.3897670e+26
0603    1.2626930e-04    1.2660566e-04    1.2694382e-04    5.6039710e+25   -8.5826725e+28    8.5739229e+28    1.4354355e+26
0604    1.2694382e-04    1.2728196e-04    1.2762193e-04    5.8392112e+25   -8.5043048e+28    8.4953239e+28    1.4820383e+26
0605    1.2762193e-04    1.2796189e-04    1.2830367e-04    6.0848933e+25   -8.4214188e+28    8.4122083e+28    1.5295335e+26
0606    1.2830367e-04    1.2864542e-04    1.2898904e-04    6.3414225e+25   -8.3339039e+28    8.3244658e+28    1.5779352e+26
0607    1.2898904e-04    1.2933263e-04    1.2967807e-04    6.6086816e+25   -8.2420954e+28    8.2324344e+28    1.6269597e+26
0608    1.2967807e-04    1.3002350e-04    1.3037078e-04    6.8873815e+25   -8.1456411e+28    8.1357610e+28    1.6767327e+26
0609    1.3037078e-04    1.3071808e-04    1.3106721e-04    7.1772822e+25   -8.0449782e+28    8.0348856e+28    1.7270192e+26
0610    1.3106721e-04    1.3141635e-04    1.3176735e-04    7.4785909e+25   -7.9401709e+28    7.9298724e+28    1.7776980e+26
0611    1.3176735e-04    1.3211835e-04    1.3247124e-04    7.7917248e+25   -7.8311183e+28    7.8206228e+28    1.8287034e+26
